N,P,K,temperature,ph,label
67,43,38,25.21622704,7.3,jute
70,38,35,24.39736241,7.01,jute
74,49,38,23.31410442,7.49,jute
90,40,39,25.72668885,6.63,jute
82,35,44,26.96656378,6.24,jute
73,45,37,23.70467146,6.74,jute
85,53,38,24.90075709,6.59,jute
81,56,36,23.39605743,7.1,jute
84,55,38,26.8748389,6.96,jute
80,45,42,23.1426498,7.38,jute
76,54,45,24.29496635,6.18,jute
76,56,39,24.39459498,6.55,jute
81,40,45,25.7629429,6.43,jute
76,44,45,25.4879684,6.74,jute
69,47,40,25.37122686,6.13,jute
82,40,45,26.21312799,6.67,jute
69,57,35,24.30748599,6.19,jute
81,36,38,23.76554749,6.33,jute
67,60,38,24.79853023,7.16,jute
72,51,40,23.20683504,7.42,jute
65,39,45,23.66805429,6.77,jute
78,50,43,25.12417673,6.35,jute
77,52,41,23.89069041,6.1,jute
89,52,42,23.09433785,6.14,jute
62,49,37,24.21744605,7.48,jute
90,48,45,24.06475727,6.51,jute
66,47,36,24.85441411,6.57,jute
80,52,39,26.41915161,7.17,jute
89,52,45,24.89326318,7.21,jute
77,51,44,23.25583402,7.12,jute
94,37,41,24.7634518,6.46,jute
75,41,35,24.97042599,6.86,jute
60,55,36,26.12797248,7.13,jute
62,56,35,25.97825807,6.24,jute
84,40,42,26.2830571,6.7,jute
100,56,40,26.38905406,7.43,jute
75,56,44,25.2746335,6.11,jute
78,46,42,23.09499564,7.1,jute
82,48,36,25.79351957,6.35,jute
100,58,41,23.17403323,6.66,jute
88,50,40,25.63215038,7.05,jute
67,41,40,25.848795,7.33,jute
72,42,43,26.56767277,6.35,jute
89,40,43,26.24532085,7.12,jute
89,57,43,26.91515043,7,jute
61,41,44,24.36972377,6.54,jute
79,45,43,25.71901283,7.17,jute
84,40,43,25.01157559,7.23,jute
98,43,35,25.40785911,7.32,jute
75,36,44,23.28081,6.61,jute
89,58,35,23.98651719,6.1,jute
91,41,37,24.48556447,6.13,jute
77,48,36,25.86705009,7.36,jute
66,58,35,23.5643831,7.32,jute
62,59,41,24.2248758,7.18,jute
82,35,35,25.49386782,7.3,jute
61,41,35,24.97178693,6.84,jute
99,57,38,24.80624984,6.36,jute
70,42,43,23.16814977,6.51,jute
90,59,35,24.25133493,7.1,jute
73,43,42,26.58361011,6.31,jute
67,46,44,26.82489244,7.09,jute
84,37,42,25.49674786,6.69,jute
72,41,36,24.09874353,6.19,jute
71,56,37,23.18866654,6.49,jute
64,53,38,26.24347471,6.86,jute
65,54,39,23.75091572,7.12,jute
60,58,37,26.13871511,6.07,jute
86,39,43,26.14576648,6.43,jute
90,50,44,26.91643698,6.25,jute
91,38,36,26.5232969,7.29,jute
87,48,38,23.81579631,7.16,jute
72,41,36,26.50838667,6.07,jute
71,54,35,26.63952463,7.31,jute
82,46,41,23.3250131,6.58,jute
71,52,43,26.47549543,6.73,jute
80,43,43,23.78756036,6.01,jute
77,55,43,25.49941707,6.66,jute
95,57,41,23.24925555,6.43,jute
63,47,35,26.98582182,7.43,jute
93,43,38,23.61475336,6.99,jute
87,44,43,23.87484465,6.72,jute
88,52,39,23.92887902,6.88,jute
90,39,37,24.81441246,6.86,jute
90,39,43,24.44743944,6.77,jute
84,38,43,26.57421679,7.26,jute
91,21,26,26.33377983,7.26,coffee
107,21,26,26.45288458,7.24,coffee
83,38,35,25.70822684,7.19,coffee
108,24,31,24.12832546,6.43,coffee
116,28,34,23.44372334,6.42,coffee
116,23,25,23.4123707,6.87,coffee
109,31,27,23.05951896,6.97,coffee
89,25,34,23.07895447,7.18,coffee
118,18,32,27.6496114,6.35,coffee
111,32,34,25.46743689,6.39,coffee
84,36,28,26.7350622,6.12,coffee
85,33,25,26.20811417,6.91,coffee
99,15,27,27.0424167,6.5,coffee
81,30,31,24.65090184,7.03,coffee
95,39,29,27.35152643,7.13,coffee
81,34,30,25.17787724,6.65,coffee
80,15,28,23.11438731,6.7,coffee
104,20,26,27.22783677,7.49,coffee
109,29,28,23.26316991,6.72,coffee
100,32,26,25.234661,6.04,coffee
100,24,28,25.59535262,7.1,coffee
83,21,28,25.5674832,7.47,coffee
120,23,28,25.67324193,6.88,coffee
104,26,30,24.40726724,6.41,coffee
108,33,31,23.69287069,7.39,coffee
91,25,26,24.53460016,7.48,coffee
86,26,27,27.13140403,6.08,coffee
98,18,27,27.56088634,6.52,coffee
111,27,31,23.59302313,6.04,coffee
84,39,35,23.17714381,6.96,coffee
98,27,27,24.71384065,7.24,coffee
118,21,34,24.38534644,7.23,coffee
103,27,31,27.15998538,6.69,coffee
82,24,33,26.53543168,6.81,coffee
86,31,35,27.01207284,6.49,coffee
88,35,35,27.55906475,6.78,coffee
84,27,29,23.32293161,7.17,coffee
120,40,33,24.23850608,6.73,coffee
106,40,30,23.42611644,6.78,coffee
113,21,33,26.02241444,7.28,coffee
117,34,25,24.83846178,7.21,coffee
80,30,25,26.24092174,7.49,coffee
88,21,27,24.43011925,7.23,coffee
113,33,34,26.00373964,6.56,coffee
87,23,28,26.22367404,6.98,coffee
113,15,29,27.09617155,6.78,coffee
98,29,30,25.64004392,6.22,coffee
97,29,27,27.74576987,7.21,coffee
85,35,32,26.24928198,6.85,coffee
82,29,35,26.67377159,6.25,coffee
103,33,25,27.10210397,6.91,coffee
112,17,28,27.62975458,6.78,coffee
99,19,33,27.5364547,6.27,coffee
120,20,34,23.56960509,6.91,coffee
114,27,28,24.99451759,7.16,coffee
100,40,35,27.56441788,6.96,coffee
108,35,25,23.98143338,6.97,coffee
115,31,30,24.22984659,6.84,coffee
87,28,30,25.60153969,6.54,coffee
82,24,26,24.31274458,6.09,coffee
94,26,27,26.36629861,7.46,coffee
87,28,35,26.5602777,6.76,coffee
118,40,35,26.35034208,7.46,coffee
87,38,29,25.20406808,6.65,coffee
92,40,30,23.35723208,6.03,coffee
97,22,26,23.60567546,6.07,coffee
99,40,32,24.18471151,7.05,coffee
89,28,33,26.44414097,6.99,coffee
112,39,29,26.12492233,6.73,coffee
111,28,26,27.77363343,6.94,coffee
114,20,26,25.55656667,7.28,coffee
117,26,30,27.92374437,7.08,coffee
111,29,31,26.05968403,6.14,coffee
119,30,28,26.35770906,6.51,coffee
116,40,33,24.91370487,7.04,coffee
95,37,35,27.31317116,6.35,coffee
86,40,33,26.1387869,7.43,coffee
117,37,32,23.1069385,6.79,coffee
105,18,35,23.52648086,6.74,coffee
109,23,25,25.11711046,7.01,coffee
80,18,31,24.02952505,7.3,coffee
101,31,26,26.70897548,6.86,coffee
103,33,33,26.71717393,7.13,coffee
93,26,27,24.59245684,7.29,coffee
104,35,28,27.51006055,6.98,coffee
116,36,25,27.57847581,6.17,coffee
107,38,29,26.65069302,6.35,coffee
101,33,33,26.97251562,6.91,coffee
107,31,31,23.17124551,6.77,coffee
99,16,30,23.52652084,6.39,coffee
103,40,30,27.30901814,6.35,coffee
118,31,34,27.54823036,6.12,coffee
106,21,35,25.627355,7.43,coffee
116,38,34,23.29250318,6.02,coffee
97,35,26,24.91461008,6.33,coffee
107,34,32,26.77463708,6.78,coffee
99,15,27,27.41711238,6.09,coffee
118,33,30,24.13179691,6.36,coffee
117,32,34,26.2724184,6.76,coffee
104,18,30,23.60301571,6.78,coffee
75,50,100,20,6.5,Sugarcane
80,50,100,20,6.5,Sugarcane
85,50,100,20,6.5,Sugarcane
90,50,100,20,6.5,Sugarcane
95,50,100,20,6.5,Sugarcane
100,50,100,20,6.5,Sugarcane
75,55,105,25,7,Sugarcane
80,55,105,25,7,Sugarcane
85,55,105,25,7,Sugarcane
90,55,105,25,7,Sugarcane
95,55,105,25,7,Sugarcane
100,55,105,25,7,Sugarcane
75,60,110,30,7.5,Sugarcane
80,60,110,30,7.5,Sugarcane
85,60,110,30,7.5,Sugarcane
90,60,110,30,7.5,Sugarcane
95,60,110,30,7.5,Sugarcane
100,60,110,30,7.5,Sugarcane
75,50,115,35,6.5,Sugarcane
80,50,115,35,6.5,Sugarcane
85,50,115,35,6.5,Sugarcane
90,50,115,35,6.5,Sugarcane
95,50,115,35,6.5,Sugarcane
100,50,115,35,6.5,Sugarcane
75,55,100,20,7,Sugarcane
80,55,100,20,7,Sugarcane
85,55,100,20,7,Sugarcane
90,55,100,20,7,Sugarcane
95,55,100,20,7,Sugarcane
100,55,100,20,7,Sugarcane
75,60,105,25,7.5,Sugarcane
80,60,105,25,7.5,Sugarcane
85,60,105,25,7.5,Sugarcane
90,60,105,25,7.5,Sugarcane
95,60,105,25,7.5,Sugarcane
100,60,105,25,7.5,Sugarcane
75,50,110,30,6.5,Sugarcane
80,50,110,30,6.5,Sugarcane
85,50,110,30,6.5,Sugarcane
90,50,110,30,6.5,Sugarcane
95,50,110,30,6.5,Sugarcane
100,50,110,30,6.5,Sugarcane
75,55,115,35,7,Sugarcane
80,55,115,35,7,Sugarcane
85,55,115,35,7,Sugarcane
90,55,115,35,7,Sugarcane
95,55,115,35,7,Sugarcane
100,55,115,35,7,Sugarcane
75,60,100,20,7.5,Sugarcane
80,60,100,20,7.5,Sugarcane
85,60,100,20,7.5,Sugarcane
90,60,100,20,7.5,Sugarcane
95,60,100,20,7.5,Sugarcane
100,60,100,20,7.5,Sugarcane
75,50,105,25,6.5,Sugarcane
80,50,105,25,6.5,Sugarcane
85,50,105,25,6.5,Sugarcane
90,50,105,25,6.5,Sugarcane
95,50,105,25,6.5,Sugarcane
100,50,105,25,6.5,Sugarcane
75,55,110,30,7,Sugarcane
80,55,110,30,7,Sugarcane
85,55,110,30,7,Sugarcane
90,55,110,30,7,Sugarcane
95,55,110,30,7,Sugarcane
100,55,110,30,7,Sugarcane
75,60,115,35,7.5,Sugarcane
80,60,115,35,7.5,Sugarcane
85,60,115,35,7.5,Sugarcane
90,60,115,35,7.5,Sugarcane
95,60,115,35,7.5,Sugarcane
100,60,115,35,7.5,Sugarcane
20,25,25,25,6.5,Jowar
25,25,25,25,6.5,Jowar
30,25,25,25,6.5,Jowar
35,25,25,25,6.5,Jowar
40,25,25,25,6.5,Jowar
20,30,30,30,7,Jowar
25,30,30,30,7,Jowar
30,30,30,30,7,Jowar
35,30,30,30,7,Jowar
40,30,30,30,7,Jowar
20,35,35,25,7.5,Jowar
25,35,35,25,7.5,Jowar
30,35,35,25,7.5,Jowar
35,35,35,25,7.5,Jowar
40,35,35,25,7.5,Jowar
20,25,40,30,6.5,Jowar
25,25,40,30,6.5,Jowar
30,25,40,30,6.5,Jowar
35,25,40,30,6.5,Jowar
40,25,40,30,6.5,Jowar
20,30,25,25,7,Jowar
25,30,25,25,7,Jowar
30,30,25,25,7,Jowar
35,30,25,25,7,Jowar
40,30,25,25,7,Jowar
20,35,30,30,7.5,Jowar
25,35,30,30,7.5,Jowar
30,35,30,30,7.5,Jowar
35,35,30,30,7.5,Jowar
40,35,30,30,7.5,Jowar
20,25,35,25,6.5,Jowar
25,25,35,25,6.5,Jowar
30,25,35,25,6.5,Jowar
35,25,35,25,6.5,Jowar
40,25,35,25,6.5,Jowar
20,30,40,30,7,Jowar
25,30,40,30,7,Jowar
30,30,40,30,7,Jowar
35,30,40,30,7,Jowar
40,30,40,30,7,Jowar
20,35,25,25,7.5,Jowar
25,35,25,25,7.5,Jowar
30,35,25,25,7.5,Jowar
35,35,25,25,7.5,Jowar
40,35,25,25,7.5,Jowar
20,25,30,30,6.5,Jowar
25,25,30,30,6.5,Jowar
30,25,30,30,6.5,Jowar
35,25,30,30,6.5,Jowar
40,25,30,30,6.5,Jowar
20,30,35,25,7,Jowar
25,30,35,25,7,Jowar
30,30,35,25,7,Jowar
35,30,35,25,7,Jowar
40,30,35,25,7,Jowar
20,35,40,30,7.5,Jowar
25,35,40,30,7.5,Jowar
30,35,40,30,7.5,Jowar
35,35,40,30,7.5,Jowar
40,35,40,30,7.5,Jowar
40,20,20,25,6,Jowar
45,20,20,25,6,Jowar
50,20,20,25,6,Jowar
40,25,25,30,6.5,Jowar
45,25,25,30,6.5,Jowar
50,25,25,30,6.5,Jowar
40,20,25,25,7,Jowar
45,20,25,25,7,Jowar
50,20,25,25,7,Jowar
40,25,20,30,7.5,Jowar
45,25,20,30,7.5,Jowar
50,25,20,30,7.5,Jowar
100,40,50,25,6,Cotton
105,40,50,25,6,Cotton
110,40,50,25,6,Cotton
115,40,50,25,6,Cotton
120,40,50,25,6,Cotton
125,40,50,25,6,Cotton
130,40,50,25,6,Cotton
135,40,50,25,6,Cotton
140,40,50,25,6,Cotton
145,40,50,25,6,Cotton
150,40,50,25,6,Cotton
100,45,55,30,6.5,Cotton
105,45,55,30,6.5,Cotton
110,45,55,30,6.5,Cotton
115,45,55,30,6.5,Cotton
120,45,55,30,6.5,Cotton
125,45,55,30,6.5,Cotton
130,45,55,30,6.5,Cotton
135,45,55,30,6.5,Cotton
140,45,55,30,6.5,Cotton
145,45,55,30,6.5,Cotton
150,45,55,30,6.5,Cotton
100,50,60,35,7,Cotton
105,50,60,35,7,Cotton
110,50,60,35,7,Cotton
115,50,60,35,7,Cotton
120,50,60,35,7,Cotton
125,50,60,35,7,Cotton
130,50,60,35,7,Cotton
135,50,60,35,7,Cotton
140,50,60,35,7,Cotton
145,50,60,35,7,Cotton
150,50,60,35,7,Cotton
100,55,65,25,7.5,Cotton
105,55,65,25,7.5,Cotton
110,55,65,25,7.5,Cotton
115,55,65,25,7.5,Cotton
120,55,65,25,7.5,Cotton
125,55,65,25,7.5,Cotton
130,55,65,25,7.5,Cotton
135,55,65,25,7.5,Cotton
140,55,65,25,7.5,Cotton
145,55,65,25,7.5,Cotton
150,55,65,25,7.5,Cotton
100,60,70,30,6,Cotton
105,60,70,30,6,Cotton
110,60,70,30,6,Cotton
115,60,70,30,6,Cotton
120,60,70,30,6,Cotton
125,60,70,30,6,Cotton
130,60,70,30,6,Cotton
135,60,70,30,6,Cotton
140,60,70,30,6,Cotton
145,60,70,30,6,Cotton
150,60,70,30,6,Cotton
100,40,75,35,6.5,Cotton
105,40,75,35,6.5,Cotton
110,40,75,35,6.5,Cotton
115,40,75,35,6.5,Cotton
120,40,75,35,6.5,Cotton
125,40,75,35,6.5,Cotton
130,40,75,35,6.5,Cotton
135,40,75,35,6.5,Cotton
140,40,75,35,6.5,Cotton
145,40,75,35,6.5,Cotton
150,40,75,35,6.5,Cotton
100,45,50,25,6,Cotton
105,45,50,25,6,Cotton
110,45,50,25,6,Cotton
115,45,50,25,6,Cotton
120,45,50,25,6,Cotton
125,45,50,25,6,Cotton
130,45,50,25,6,Cotton
135,45,50,25,6,Cotton
140,45,50,25,6,Cotton
145,45,50,25,6,Cotton
150,45,50,25,6,Cotton
100,50,55,30,6.5,Cotton
105,50,55,30,6.5,Cotton
110,50,55,30,6.5,Cotton
115,50,55,30,6.5,Cotton
120,50,55,30,6.5,Cotton
125,50,55,30,6.5,Cotton
130,50,55,30,6.5,Cotton
135,50,55,30,6.5,Cotton
140,50,55,30,6.5,Cotton
145,50,55,30,6.5,Cotton
150,50,55,30,6.5,Cotton
100,55,60,35,7,Cotton
105,55,60,35,7,Cotton
110,55,60,35,7,Cotton
115,55,60,35,7,Cotton
120,55,60,35,7,Cotton
125,55,60,35,7,Cotton
130,55,60,35,7,Cotton
135,55,60,35,7,Cotton
140,55,60,35,7,Cotton
145,55,60,35,7,Cotton
150,55,60,35,7,Cotton
100,60,65,25,7.5,Cotton
105,60,65,25,7.5,Cotton
110,60,65,25,7.5,Cotton
115,60,65,25,7.5,Cotton
120,60,65,25,7.5,Cotton
125,60,65,25,7.5,Cotton
130,60,65,25,7.5,Cotton
135,60,65,25,7.5,Cotton
140,60,65,25,7.5,Cotton
145,60,65,25,7.5,Cotton
150,60,65,25,7.5,Cotton
100,40,70,30,6,Cotton
105,40,70,30,6,Cotton
110,40,70,30,6,Cotton
115,40,70,30,6,Cotton
120,40,70,30,6,Cotton
125,40,70,30,6,Cotton
130,40,70,30,6,Cotton
135,40,70,30,6,Cotton
140,40,70,30,6,Cotton
145,40,70,30,6,Cotton
150,40,70,30,6,Cotton
100,45,75,35,6.5,Cotton
105,45,75,35,6.5,Cotton
110,45,75,35,6.5,Cotton
115,45,75,35,6.5,Cotton
120,45,75,35,6.5,Cotton
125,45,75,35,6.5,Cotton
130,45,75,35,6.5,Cotton
135,45,75,35,6.5,Cotton
140,45,75,35,6.5,Cotton
145,45,75,35,6.5,Cotton
150,45,75,35,6.5,Cotton
100,50,50,25,7,Cotton
105,50,50,25,7,Cotton
110,50,50,25,7,Cotton
115,50,50,25,7,Cotton
120,50,50,25,7,Cotton
125,50,50,25,7,Cotton
130,50,50,25,7,Cotton
135,50,50,25,7,Cotton
140,50,50,25,7,Cotton
145,50,50,25,7,Cotton
150,50,50,25,7,Cotton
100,55,55,30,7.5,Cotton
105,55,55,30,7.5,Cotton
110,55,55,30,7.5,Cotton
115,55,55,30,7.5,Cotton
120,55,55,30,7.5,Cotton
125,55,55,30,7.5,Cotton
130,55,55,30,7.5,Cotton
135,55,55,30,7.5,Cotton
140,55,55,30,7.5,Cotton
145,55,55,30,7.5,Cotton
150,55,55,30,7.5,Cotton
100,60,60,35,6,Cotton
105,60,60,35,6,Cotton
110,60,60,35,6,Cotton
115,60,60,35,6,Cotton
120,60,60,35,6,Cotton
125,60,60,35,6,Cotton
130,60,60,35,6,Cotton
135,60,60,35,6,Cotton
140,60,60,35,6,Cotton
145,60,60,35,6,Cotton
150,60,60,35,6,Cotton
100,40,65,25,6.5,Cotton
105,40,65,25,6.5,Cotton
110,40,65,25,6.5,Cotton
115,40,65,25,6.5,Cotton
120,40,65,25,6.5,Cotton
125,40,65,25,6.5,Cotton
130,40,65,25,6.5,Cotton
135,40,65,25,6.5,Cotton
140,40,65,25,6.5,Cotton
145,40,65,25,6.5,Cotton
150,40,65,25,6.5,Cotton
100,45,70,30,7,Cotton
105,45,70,30,7,Cotton
110,45,70,30,7,Cotton
115,45,70,30,7,Cotton
120,45,70,30,7,Cotton
125,45,70,30,7,Cotton
130,45,70,30,7,Cotton
135,45,70,30,7,Cotton
140,45,70,30,7,Cotton
145,45,70,30,7,Cotton
150,45,70,30,7,Cotton
100,50,75,35,7.5,Cotton
105,50,75,35,7.5,Cotton
110,50,75,35,7.5,Cotton
115,50,75,35,7.5,Cotton
120,50,75,35,7.5,Cotton
125,50,75,35,7.5,Cotton
130,50,75,35,7.5,Cotton
135,50,75,35,7.5,Cotton
140,50,75,35,7.5,Cotton
145,50,75,35,7.5,Cotton
150,50,75,35,7.5,Cotton
100,55,50,25,6,Cotton
105,55,50,25,6,Cotton
110,55,50,25,6,Cotton
115,55,50,25,6,Cotton
120,55,50,25,6,Cotton
125,55,50,25,6,Cotton
130,55,50,25,6,Cotton
135,55,50,25,6,Cotton
140,55,50,25,6,Cotton
145,55,50,25,6,Cotton
150,55,50,25,6,Cotton
100,60,55,30,6.5,Cotton
105,60,55,30,6.5,Cotton
110,60,55,30,6.5,Cotton
115,60,55,30,6.5,Cotton
120,60,55,30,6.5,Cotton
125,60,55,30,6.5,Cotton
130,60,55,30,6.5,Cotton
135,60,55,30,6.5,Cotton
140,60,55,30,6.5,Cotton
145,60,55,30,6.5,Cotton
150,60,55,30,6.5,Cotton
100,40,60,35,7,Cotton
105,40,60,35,7,Cotton
110,40,60,35,7,Cotton
115,40,60,35,7,Cotton
120,40,60,35,7,Cotton
125,40,60,35,7,Cotton
130,40,60,35,7,Cotton
135,40,60,35,7,Cotton
140,40,60,35,7,Cotton
145,40,60,35,7,Cotton
150,40,60,35,7,Cotton
100,45,65,25,7.5,Cotton
105,45,65,25,7.5,Cotton
110,45,65,25,7.5,Cotton
115,45,65,25,7.5,Cotton
120,45,65,25,7.5,Cotton
125,45,65,25,7.5,Cotton
130,45,65,25,7.5,Cotton
135,45,65,25,7.5,Cotton
140,45,65,25,7.5,Cotton
145,45,65,25,7.5,Cotton
150,45,65,25,7.5,Cotton
100,50,70,30,6,Cotton
105,50,70,30,6,Cotton
110,50,70,30,6,Cotton
115,50,70,30,6,Cotton
120,50,70,30,6,Cotton
125,50,70,30,6,Cotton
130,50,70,30,6,Cotton
135,50,70,30,6,Cotton
140,50,70,30,6,Cotton
145,50,70,30,6,Cotton
150,50,70,30,6,Cotton
100,55,75,35,6.5,Cotton
105,55,75,35,6.5,Cotton
110,55,75,35,6.5,Cotton
115,55,75,35,6.5,Cotton
120,55,75,35,6.5,Cotton
125,55,75,35,6.5,Cotton
130,55,75,35,6.5,Cotton
135,55,75,35,6.5,Cotton
140,55,75,35,6.5,Cotton
145,55,75,35,6.5,Cotton
150,55,75,35,6.5,Cotton
100,60,50,25,7,Cotton
105,60,50,25,7,Cotton
110,60,50,25,7,Cotton
115,60,50,25,7,Cotton
120,60,50,25,7,Cotton
125,60,50,25,7,Cotton
130,60,50,25,7,Cotton
135,60,50,25,7,Cotton
140,60,50,25,7,Cotton
145,60,50,25,7,Cotton
150,60,50,25,7,Cotton
100,40,55,30,7.5,Cotton
105,40,55,30,7.5,Cotton
110,40,55,30,7.5,Cotton
115,40,55,30,7.5,Cotton
120,40,55,30,7.5,Cotton
125,40,55,30,7.5,Cotton
130,40,55,30,7.5,Cotton
135,40,55,30,7.5,Cotton
140,40,55,30,7.5,Cotton
145,40,55,30,7.5,Cotton
150,40,55,30,7.5,Cotton
100,45,60,35,6,Cotton
105,45,60,35,6,Cotton
110,45,60,35,6,Cotton
115,45,60,35,6,Cotton
120,45,60,35,6,Cotton
125,45,60,35,6,Cotton
130,45,60,35,6,Cotton
135,45,60,35,6,Cotton
140,45,60,35,6,Cotton
145,45,60,35,6,Cotton
150,45,60,35,6,Cotton
100,50,65,25,6.5,Cotton
105,50,65,25,6.5,Cotton
110,50,65,25,6.5,Cotton
115,50,65,25,6.5,Cotton
120,50,65,25,6.5,Cotton
125,50,65,25,6.5,Cotton
130,50,65,25,6.5,Cotton
135,50,65,25,6.5,Cotton
140,50,65,25,6.5,Cotton
145,50,65,25,6.5,Cotton
150,50,65,25,6.5,Cotton
100,55,70,30,7,Cotton
105,55,70,30,7,Cotton
110,55,70,30,7,Cotton
115,55,70,30,7,Cotton
120,55,70,30,7,Cotton
125,55,70,30,7,Cotton
130,55,70,30,7,Cotton
135,55,70,30,7,Cotton
140,55,70,30,7,Cotton
145,55,70,30,7,Cotton
150,55,70,30,7,Cotton
100,60,75,35,7.5,Cotton
105,60,75,35,7.5,Cotton
110,60,75,35,7.5,Cotton
115,60,75,35,7.5,Cotton
120,60,75,35,7.5,Cotton
125,60,75,35,7.5,Cotton
130,60,75,35,7.5,Cotton
135,60,75,35,7.5,Cotton
140,60,75,35,7.5,Cotton
145,60,75,35,7.5,Cotton
150,60,75,35,7.5,Cotton
100,60,40,25,6,Cotton
105,60,40,25,6,Cotton
110,60,40,25,6,Cotton
115,60,40,25,6,Cotton
120,60,40,25,6,Cotton
100,65,45,30,6.5,Cotton
105,65,45,30,6.5,Cotton
110,65,45,30,6.5,Cotton
115,65,45,30,6.5,Cotton
120,65,45,30,6.5,Cotton
100,70,50,35,7,Cotton
105,70,50,35,7,Cotton
110,70,50,35,7,Cotton
115,70,50,35,7,Cotton
120,70,50,35,7,Cotton
100,75,55,25,7.5,Cotton
105,75,55,25,7.5,Cotton
110,75,55,25,7.5,Cotton
115,75,55,25,7.5,Cotton
120,75,55,25,7.5,Cotton
100,80,60,30,6,Cotton
105,80,60,30,6,Cotton
110,80,60,30,6,Cotton
115,80,60,30,6,Cotton
120,80,60,30,6,Cotton
100,60,65,35,6.5,Cotton
105,60,65,35,6.5,Cotton
110,60,65,35,6.5,Cotton
115,60,65,35,6.5,Cotton
120,60,65,35,6.5,Cotton
100,65,40,25,7,Cotton
105,65,40,25,7,Cotton
110,65,40,25,7,Cotton
115,65,40,25,7,Cotton
120,65,40,25,7,Cotton
100,70,45,30,7.5,Cotton
105,70,45,30,7.5,Cotton
110,70,45,30,7.5,Cotton
115,70,45,30,7.5,Cotton
120,70,45,30,7.5,Cotton
100,75,50,35,6,Cotton
105,75,50,35,6,Cotton
110,75,50,35,6,Cotton
115,75,50,35,6,Cotton
120,75,50,35,6,Cotton
100,80,55,25,6.5,Cotton
105,80,55,25,6.5,Cotton
110,80,55,25,6.5,Cotton
115,80,55,25,6.5,Cotton
120,80,55,25,6.5,Cotton
100,60,60,30,7,Cotton
105,60,60,30,7,Cotton
110,60,60,30,7,Cotton
115,60,60,30,7,Cotton
120,60,60,30,7,Cotton
100,65,65,35,7.5,Cotton
105,65,65,35,7.5,Cotton
110,65,65,35,7.5,Cotton
115,65,65,35,7.5,Cotton
120,65,65,35,7.5,Cotton
100,70,40,25,6,Cotton
105,70,40,25,6,Cotton
110,70,40,25,6,Cotton
115,70,40,25,6,Cotton
120,70,40,25,6,Cotton
100,75,45,30,6.5,Cotton
105,75,45,30,6.5,Cotton
110,75,45,30,6.5,Cotton
115,75,45,30,6.5,Cotton
120,75,45,30,6.5,Cotton
100,80,50,35,7,Cotton
105,80,50,35,7,Cotton
110,80,50,35,7,Cotton
115,80,50,35,7,Cotton
120,80,50,35,7,Cotton
100,60,55,25,7.5,Cotton
105,60,55,25,7.5,Cotton
110,60,55,25,7.5,Cotton
115,60,55,25,7.5,Cotton
120,60,55,25,7.5,Cotton
100,65,60,30,6,Cotton
105,65,60,30,6,Cotton
110,65,60,30,6,Cotton
115,65,60,30,6,Cotton
120,65,60,30,6,Cotton
100,70,65,35,6.5,Cotton
105,70,65,35,6.5,Cotton
110,70,65,35,6.5,Cotton
115,70,65,35,6.5,Cotton
120,70,65,35,6.5,Cotton
100,75,40,25,7,Cotton
105,75,40,25,7,Cotton
110,75,40,25,7,Cotton
115,75,40,25,7,Cotton
120,75,40,25,7,Cotton
100,80,45,30,7.5,Cotton
105,80,45,30,7.5,Cotton
110,80,45,30,7.5,Cotton
115,80,45,30,7.5,Cotton
120,80,45,30,7.5,Cotton
100,60,50,35,6,Cotton
105,60,50,35,6,Cotton
110,60,50,35,6,Cotton
115,60,50,35,6,Cotton
120,60,50,35,6,Cotton
100,65,55,25,6.5,Cotton
105,65,55,25,6.5,Cotton
110,65,55,25,6.5,Cotton
115,65,55,25,6.5,Cotton
120,65,55,25,6.5,Cotton
100,70,60,30,7,Cotton
105,70,60,30,7,Cotton
110,70,60,30,7,Cotton
115,70,60,30,7,Cotton
120,70,60,30,7,Cotton
100,75,65,35,7.5,Cotton
105,75,65,35,7.5,Cotton
110,75,65,35,7.5,Cotton
115,75,65,35,7.5,Cotton
120,75,65,35,7.5,Cotton
100,80,40,25,6,Cotton
105,80,40,25,6,Cotton
110,80,40,25,6,Cotton
115,80,40,25,6,Cotton
120,80,40,25,6,Cotton
100,60,45,30,6.5,Cotton
105,60,45,30,6.5,Cotton
